ORD_NO,SKU_CD,NUM_PCS,LOC,CART_NO,SEQ,PICKER_NO,BATCH_NO
ORD_0138,SKU_0287,1,WP_0166,66,1,4.0,2.0
ORD_0139,SKU_0314,1,WP_0099,27,3,4.0,1.0
ORD_0140,SKU_0214,1,WP_0091,42,4,4.0,2.0
ORD_0140,SKU_0276,1,WP_0102,42,2,4.0,2.0
ORD_0140,SKU_0110,1,WP_0088,42,1,4.0,2.0
ORD_0141,SKU_0069,1,WP_0098,90,9,2.0,14.0
ORD_0141,SKU_0010,1,WP_0054,90,12,2.0,14.0
ORD_0141,SKU_0132,1,WP_0057,90,4,2.0,14.0
ORD_0142,SKU_0081,1,WP_0131,90,8,2.0,14.0
ORD_0142,SKU_0210,1,WP_0057,90,5,2.0,14.0
ORD_0142,SKU_0251,1,WP_0117,90,7,2.0,14.0
ORD_0143,SKU_0154,1,WP_0094,88,8,3.0,21.0
ORD_0143,SKU_0288,1,WP_0093,88,7,3.0,21.0
ORD_0143,SKU_0079,1,WP_0014,88,2,3.0,21.0
ORD_0143,SKU_0324,1,WP_0080,88,3,3.0,21.0
ORD_0144,SKU_0105,1,WP_0154,22,1,3.0,1.0
ORD_0145,SKU_0326,1,WP_0001,91,11,3.0,14.0
ORD_0145,SKU_0087,1,WP_0134,91,3,3.0,14.0
ORD_0145,SKU_0011,1,WP_0130,91,7,3.0,14.0
ORD_0146,SKU_0152,1,WP_0067,86,1,1.0,25.0
ORD_0146,SKU_0024,1,WP_0082,86,3,1.0,25.0
ORD_0147,SKU_0184,1,WP_0063,92,9,1.0,5.0
ORD_0147,SKU_0119,1,WP_0020,92,8,1.0,5.0
ORD_0147,SKU_0071,1,WP_0046,92,13,1.0,5.0
ORD_0147,SKU_0195,1,WP_0034,92,11,1.0,5.0
ORD_0147,SKU_0090,1,WP_0031,92,16,1.0,5.0
ORD_0148,SKU_0026,1,WP_0133,7,2,3.0,16.0
ORD_0149,SKU_0201,1,WP_0161,64,8,3.0,2.0
ORD_0149,SKU_0081,1,WP_0131,64,9,3.0,2.0
ORD_0149,SKU_0241,1,WP_0165,64,7,3.0,2.0
ORD_0149,SKU_0071,1,WP_0046,64,18,3.0,2.0
ORD_0149,SKU_0053,1,WP_0010,64,3,3.0,2.0
ORD_0150,SKU_0282,1,WP_0148,73,13,2.0,6.0
ORD_0150,SKU_0015,1,WP_0042,73,9,2.0,6.0
ORD_0150,SKU_0275,1,WP_0163,73,11,2.0,6.0
ORD_0150,SKU_0331,1,WP_0148,73,14,2.0,6.0
ORD_0150,SKU_0280,1,WP_0016,73,4,2.0,6.0
ORD_0151,SKU_0272,1,WP_0036,48,12,3.0,1.0
ORD_0151,SKU_0318,1,WP_0023,48,14,3.0,1.0
ORD_0151,SKU_0117,1,WP_0008,48,13,3.0,1.0
ORD_0151,SKU_0028,1,WP_0025,48,15,3.0,1.0
ORD_0151,SKU_0196,1,WP_0035,48,1,3.0,1.0
ORD_0152,SKU_0239,1,WP_0021,60,1,1.0,4.0
ORD_0152,SKU_0267,1,WP_0022,60,11,1.0,4.0
ORD_0152,SKU_0104,1,WP_0022,60,12,1.0,4.0
ORD_0152,SKU_0232,1,WP_0011,60,16,1.0,4.0
ORD_0152,SKU_0117,1,WP_0008,60,17,1.0,4.0
ORD_0153,SKU_0062,1,WP_0078,76,9,3.0,13.0
ORD_0153,SKU_0161,1,WP_0044,76,4,3.0,13.0
ORD_0153,SKU_0263,1,WP_0013,76,13,3.0,13.0
ORD_0153,SKU_0166,1,WP_0073,76,5,3.0,13.0
ORD_0154,SKU_0066,1,WP_0003,94,7,4.0,21.0
ORD_0154,SKU_0253,1,WP_0006,94,4,4.0,21.0
ORD_0154,SKU_0048,1,WP_0034,94,3,4.0,21.0
ORD_0154,SKU_0058,1,WP_0002,94,9,4.0,21.0
ORD_0155,SKU_0111,1,WP_0032,4,2,2.0,15.0
ORD_0155,SKU_0057,1,WP_0160,4,12,2.0,15.0
ORD_0156,SKU_0052,1,WP_0162,66,2,4.0,2.0
ORD_0157,SKU_0103,1,WP_0031,41,1,3.0,26.0
ORD_0157,SKU_0322,1,WP_0142,41,3,3.0,26.0
ORD_0158,SKU_0104,1,WP_0022,92,1,1.0,5.0
ORD_0158,SKU_0334,1,WP_0033,92,10,1.0,5.0
ORD_0158,SKU_0222,1,WP_0046,92,14,1.0,5.0
ORD_0158,SKU_0257,1,WP_0045,92,15,1.0,5.0
ORD_0158,SKU_0195,1,WP_0034,92,12,1.0,5.0
ORD_0159,SKU_0159,1,WP_0019,98,13,4.0,14.0
ORD_0159,SKU_0228,1,WP_0121,98,8,4.0,14.0
ORD_0159,SKU_0101,1,WP_0095,98,5,4.0,14.0
ORD_0159,SKU_0231,1,WP_0140,98,6,4.0,14.0
ORD_0160,SKU_0098,1,WP_0004,61,7,4.0,17.0
ORD_0160,SKU_0061,1,WP_0016,61,6,4.0,17.0
ORD_0160,SKU_0253,1,WP_0006,61,9,4.0,17.0
ORD_0160,SKU_0100,1,WP_0018,61,4,4.0,17.0
ORD_0161,SKU_0219,1,WP_0100,72,16,3.0,5.0
ORD_0161,SKU_0216,1,WP_0019,72,5,3.0,5.0
ORD_0161,SKU_0186,1,WP_0041,72,3,3.0,5.0
ORD_0161,SKU_0019,1,WP_0087,72,14,3.0,5.0
ORD_0162,SKU_0175,1,WP_0056,37,2,4.0,12.0
ORD_0162,SKU_0108,1,WP_0120,37,7,4.0,12.0
ORD_0162,SKU_0285,1,WP_0020,37,4,4.0,12.0
ORD_0163,SKU_0160,1,WP_0168,55,5,4.0,23.0
ORD_0163,SKU_0273,1,WP_0108,55,8,4.0,23.0
ORD_0164,SKU_0238,1,WP_0071,99,6,4.0,9.0
ORD_0164,SKU_0061,1,WP_0016,99,1,4.0,9.0
ORD_0164,SKU_0121,1,WP_0026,99,14,4.0,9.0
ORD_0164,SKU_0102,1,WP_0104,99,11,4.0,9.0
ORD_0165,SKU_0064,1,WP_0143,22,3,3.0,1.0
ORD_0166,SKU_0034,1,WP_0084,51,7,4.0,26.0
ORD_0167,SKU_0293,1,WP_0106,44,5,2.0,7.0
ORD_0167,SKU_0151,1,WP_0079,44,7,2.0,7.0
ORD_0167,SKU_0007,1,WP_0078,44,8,2.0,7.0
ORD_0167,SKU_0254,1,WP_0007,44,1,2.0,7.0
ORD_0167,SKU_0139,1,WP_0064,44,6,2.0,7.0
ORD_0168,SKU_0056,1,WP_0155,100,11,4.0,10.0
ORD_0168,SKU_0077,1,WP_0065,100,9,4.0,10.0
ORD_0168,SKU_0106,1,WP_0038,100,2,4.0,10.0
ORD_0168,SKU_0161,1,WP_0044,100,12,4.0,10.0
ORD_0169,SKU_0240,1,WP_0118,50,9,4.0,1.0
ORD_0169,SKU_0293,1,WP_0106,50,10,4.0,1.0
ORD_0169,SKU_0307,1,WP_0005,50,2,4.0,1.0
ORD_0169,SKU_0133,1,WP_0029,50,6,4.0,1.0
ORD_0170,SKU_0167,1,WP_0070,101,10,2.0,16.0
ORD_0170,SKU_0258,1,WP_0055,101,11,2.0,16.0
ORD_0170,SKU_0098,1,WP_0004,101,1,2.0,16.0
ORD_0170,SKU_0299,1,WP_0053,101,12,2.0,16.0
ORD_0170,SKU_0026,1,WP_0133,101,5,2.0,16.0
ORD_0171,SKU_0107,1,WP_0037,81,10,2.0,9.0
ORD_0171,SKU_0325,1,WP_0024,81,3,2.0,9.0
ORD_0171,SKU_0117,1,WP_0008,81,1,2.0,9.0
ORD_0171,SKU_0045,1,WP_0008,81,2,2.0,9.0
ORD_0172,SKU_0044,1,WP_0091,12,1,3.0,20.0
ORD_0172,SKU_0017,1,WP_0089,12,3,3.0,20.0
ORD_0173,SKU_0114,1,WP_0134,101,6,2.0,16.0
ORD_0173,SKU_0038,1,WP_0081,101,9,2.0,16.0
ORD_0173,SKU_0014,1,WP_0097,101,8,2.0,16.0
ORD_0174,SKU_0083,1,WP_0055,20,1,2.0,12.0
ORD_0174,SKU_0068,1,WP_0109,20,4,2.0,12.0
ORD_0174,SKU_0128,1,WP_0111,20,6,2.0,12.0
ORD_0174,SKU_0234,1,WP_0126,20,7,2.0,12.0
ORD_0175,SKU_0138,1,WP_0048,102,12,2.0,8.0
ORD_0175,SKU_0226,1,WP_0119,102,5,2.0,8.0
ORD_0175,SKU_0034,1,WP_0084,102,10,2.0,8.0
ORD_0175,SKU_0173,1,WP_0058,102,2,2.0,8.0
ORD_0175,SKU_0250,1,WP_0012,102,14,2.0,8.0
ORD_0176,SKU_0027,1,WP_0102,77,3,4.0,24.0
ORD_0176,SKU_0009,1,WP_0051,77,1,4.0,24.0
ORD_0177,SKU_0043,1,WP_0039,58,9,4.0,18.0
ORD_0177,SKU_0051,1,WP_0051,58,7,4.0,18.0
ORD_0178,SKU_0312,1,WP_0053,44,9,2.0,7.0
ORD_0178,SKU_0260,1,WP_0082,44,11,2.0,7.0
ORD_0178,SKU_0178,1,WP_0058,44,3,2.0,7.0
ORD_0179,SKU_0054,1,WP_0004,50,3,4.0,1.0
ORD_0179,SKU_0144,1,WP_0166,50,14,4.0,1.0
ORD_0179,SKU_0228,1,WP_0121,50,11,4.0,1.0
ORD_0180,SKU_0148,1,WP_0159,66,4,4.0,2.0
ORD_0181,SKU_0329,1,WP_0110,83,12,1.0,10.0
ORD_0181,SKU_0315,1,WP_0096,83,14,1.0,10.0
ORD_0181,SKU_0157,1,WP_0137,83,10,1.0,10.0
ORD_0181,SKU_0223,1,WP_0062,83,4,1.0,10.0
ORD_0182,SKU_0134,1,WP_0125,77,8,4.0,24.0
ORD_0182,SKU_0008,1,WP_0116,77,6,4.0,24.0
ORD_0183,SKU_0290,1,WP_0073,37,11,4.0,12.0
ORD_0183,SKU_0240,1,WP_0118,37,9,4.0,12.0
ORD_0183,SKU_0255,1,WP_0011,37,1,4.0,12.0
ORD_0183,SKU_0205,1,WP_0030,37,14,4.0,12.0
ORD_0184,SKU_0193,1,WP_0072,99,5,4.0,9.0
ORD_0184,SKU_0028,1,WP_0025,99,13,4.0,9.0
ORD_0184,SKU_0209,1,WP_0100,99,8,4.0,9.0
ORD_0185,SKU_0087,1,WP_0134,102,7,2.0,8.0
ORD_0185,SKU_0176,1,WP_0018,102,1,2.0,8.0
ORD_0185,SKU_0311,1,WP_0090,102,6,2.0,8.0
ORD_0185,SKU_0020,1,WP_0066,102,11,2.0,8.0
ORD_0186,SKU_0077,1,WP_0065,91,13,3.0,14.0
ORD_0186,SKU_0197,1,WP_0118,91,6,3.0,14.0
ORD_0187,SKU_0020,1,WP_0066,25,9,1.0,1.0
ORD_0187,SKU_0051,1,WP_0051,25,6,1.0,1.0
ORD_0187,SKU_0053,1,WP_0010,25,4,1.0,1.0
ORD_0187,SKU_0140,1,WP_0122,25,15,1.0,1.0
ORD_0187,SKU_0236,1,WP_0098,25,16,1.0,1.0
ORD_0188,SKU_0253,1,WP_0006,61,10,4.0,17.0
ORD_0188,SKU_0119,1,WP_0020,61,3,4.0,17.0
ORD_0189,SKU_0006,1,WP_0066,103,7,4.0,7.0
ORD_0189,SKU_0292,1,WP_0088,103,13,4.0,7.0
ORD_0189,SKU_0043,1,WP_0039,103,6,4.0,7.0
ORD_0190,SKU_0230,1,WP_0012,15,10,4.0,11.0
ORD_0190,SKU_0119,1,WP_0020,15,1,4.0,11.0
ORD_0190,SKU_0175,1,WP_0056,15,8,4.0,11.0
ORD_0190,SKU_0185,1,WP_0047,15,5,4.0,11.0
ORD_0191,SKU_0283,1,WP_0116,78,3,3.0,6.0
ORD_0192,SKU_0035,1,WP_0085,103,14,4.0,7.0
ORD_0192,SKU_0210,1,WP_0057,103,15,4.0,7.0
ORD_0192,SKU_0324,1,WP_0080,103,8,4.0,7.0
ORD_0192,SKU_0257,1,WP_0045,103,4,4.0,7.0
ORD_0192,SKU_0085,1,WP_0103,103,12,4.0,7.0
ORD_0193,SKU_0128,1,WP_0111,27,2,4.0,1.0
ORD_0194,SKU_0102,1,WP_0104,43,3,3.0,19.0
ORD_0194,SKU_0044,1,WP_0091,43,6,3.0,19.0
ORD_0195,SKU_0206,1,WP_0124,103,10,4.0,7.0
ORD_0195,SKU_0156,1,WP_0006,103,2,4.0,7.0
ORD_0195,SKU_0244,1,WP_0124,103,11,4.0,7.0
ORD_0195,SKU_0083,1,WP_0055,103,5,4.0,7.0
ORD_0195,SKU_0239,1,WP_0021,103,1,4.0,7.0
ORD_0196,SKU_0311,1,WP_0090,43,4,3.0,19.0
ORD_0196,SKU_0044,1,WP_0091,43,7,3.0,19.0
ORD_0196,SKU_0073,1,WP_0103,43,2,3.0,19.0
ORD_0196,SKU_0141,1,WP_0105,43,5,3.0,19.0
ORD_0197,SKU_0279,1,WP_0062,69,2,4.0,11.0
ORD_0198,SKU_0155,1,WP_0114,102,4,2.0,8.0
ORD_0198,SKU_0053,1,WP_0010,102,15,2.0,8.0
ORD_0198,SKU_0238,1,WP_0071,102,3,2.0,8.0
ORD_0198,SKU_0312,1,WP_0053,102,13,2.0,8.0
ORD_0199,SKU_0075,1,WP_0097,104,10,2.0,3.0
ORD_0199,SKU_0050,1,WP_0149,104,15,2.0,3.0
ORD_0199,SKU_0246,1,WP_0056,104,8,2.0,3.0
ORD_0199,SKU_0069,1,WP_0098,104,9,2.0,3.0
ORD_0199,SKU_0284,1,WP_0112,104,11,2.0,3.0
ORD_0200,SKU_0070,1,WP_0164,9,6,4.0,16.0
ORD_0200,SKU_0214,1,WP_0091,9,2,4.0,16.0
ORD_0200,SKU_0201,1,WP_0161,9,5,4.0,16.0
ORD_0200,SKU_0021,1,WP_0048,9,1,4.0,16.0
ORD_0201,SKU_0220,1,WP_0024,105,1,4.0,22.0
ORD_0201,SKU_0035,1,WP_0085,105,3,4.0,22.0
ORD_0202,SKU_0216,1,WP_0019,29,1,3.0,6.0
ORD_0202,SKU_0145,1,WP_0072,29,13,3.0,6.0
ORD_0203,SKU_0089,1,WP_0107,106,7,1.0,16.0
ORD_0203,SKU_0027,1,WP_0102,106,4,1.0,16.0
ORD_0203,SKU_0048,1,WP_0034,106,1,1.0,16.0
ORD_0203,SKU_0232,1,WP_0011,106,11,1.0,16.0
ORD_0204,SKU_0202,1,WP_0086,101,2,2.0,16.0
ORD_0204,SKU_0018,1,WP_0077,101,4,2.0,16.0
ORD_0205,SKU_0059,1,WP_0168,4,8,2.0,15.0
ORD_0205,SKU_0106,1,WP_0038,4,5,2.0,15.0
ORD_0206,SKU_0051,1,WP_0051,58,8,4.0,18.0
ORD_0206,SKU_0138,1,WP_0048,58,5,4.0,18.0
ORD_0206,SKU_0195,1,WP_0034,58,2,4.0,18.0
ORD_0207,SKU_0181,1,WP_0146,22,4,3.0,1.0
ORD_0208,SKU_0189,1,WP_0092,107,6,2.0,5.0
ORD_0208,SKU_0089,1,WP_0107,107,12,2.0,5.0
ORD_0208,SKU_0277,1,WP_0081,107,7,2.0,5.0
ORD_0208,SKU_0101,1,WP_0095,107,10,2.0,5.0
ORD_0209,SKU_0318,1,WP_0023,10,1,4.0,5.0
ORD_0209,SKU_0237,1,WP_0042,10,7,4.0,5.0
ORD_0209,SKU_0113,1,WP_0026,10,3,4.0,5.0
ORD_0209,SKU_0218,1,WP_0120,10,12,4.0,5.0
ORD_0210,SKU_0308,1,WP_0060,108,3,1.0,20.0
ORD_0210,SKU_0020,1,WP_0066,108,7,1.0,20.0
ORD_0210,SKU_0246,1,WP_0056,108,8,1.0,20.0
ORD_0211,SKU_0139,1,WP_0064,108,6,1.0,20.0
ORD_0211,SKU_0185,1,WP_0047,108,1,1.0,20.0
ORD_0212,SKU_0024,1,WP_0082,44,12,2.0,7.0
ORD_0212,SKU_0172,1,WP_0068,44,14,2.0,7.0
ORD_0212,SKU_0175,1,WP_0056,44,10,2.0,7.0
ORD_0213,SKU_0255,1,WP_0011,94,1,4.0,21.0
ORD_0214,SKU_0099,1,WP_0075,52,6,3.0,15.0
ORD_0214,SKU_0007,1,WP_0078,52,12,3.0,15.0
ORD_0214,SKU_0306,1,WP_0076,52,9,3.0,15.0
ORD_0214,SKU_0279,1,WP_0062,52,10,3.0,15.0
ORD_0214,SKU_0107,1,WP_0037,52,11,3.0,15.0
ORD_0215,SKU_0061,1,WP_0016,31,1,1.0,26.0
ORD_0215,SKU_0285,1,WP_0020,31,3,1.0,26.0
ORD_0216,SKU_0304,1,WP_0106,104,5,2.0,3.0
ORD_0216,SKU_0066,1,WP_0003,104,4,2.0,3.0
ORD_0216,SKU_0199,1,WP_0054,104,7,2.0,3.0
ORD_0216,SKU_0207,1,WP_0117,104,17,2.0,3.0
ORD_0216,SKU_0016,1,WP_0119,104,16,2.0,3.0
ORD_0217,SKU_0005,1,WP_0079,80,10,4.0,13.0
ORD_0217,SKU_0189,1,WP_0092,80,13,4.0,13.0
ORD_0217,SKU_0309,1,WP_0065,80,9,4.0,13.0
ORD_0217,SKU_0061,1,WP_0016,80,1,4.0,13.0
ORD_0217,SKU_0139,1,WP_0064,80,11,4.0,13.0
ORD_0218,SKU_0199,1,WP_0054,40,7,2.0,26.0
ORD_0219,SKU_0014,1,WP_0097,12,6,3.0,20.0
ORD_0219,SKU_0315,1,WP_0096,12,7,3.0,20.0
ORD_0219,SKU_0336,1,WP_0069,12,5,3.0,20.0
ORD_0219,SKU_0189,1,WP_0092,12,4,3.0,20.0
ORD_0220,SKU_0217,1,WP_0094,103,9,4.0,7.0
ORD_0220,SKU_0227,1,WP_0033,103,3,4.0,7.0
ORD_0220,SKU_0182,1,WP_0060,103,16,4.0,7.0
ORD_0221,SKU_0322,1,WP_0142,87,6,1.0,23.0
ORD_0221,SKU_0151,1,WP_0079,87,2,1.0,23.0
ORD_0222,SKU_0040,1,WP_0040,92,5,1.0,5.0
ORD_0222,SKU_0028,1,WP_0025,92,2,1.0,5.0
ORD_0222,SKU_0246,1,WP_0056,92,3,1.0,5.0
ORD_0223,SKU_0085,1,WP_0103,99,9,4.0,9.0
ORD_0223,SKU_0182,1,WP_0060,99,3,4.0,9.0
ORD_0223,SKU_0298,1,WP_0015,99,2,4.0,9.0
ORD_0223,SKU_0291,1,WP_0074,99,4,4.0,9.0
ORD_0224,SKU_0135,1,WP_0112,27,1,4.0,1.0
ORD_0225,SKU_0162,1,WP_0061,70,3,1.0,28.0
ORD_0225,SKU_0093,1,WP_0061,70,4,1.0,28.0
ORD_0225,SKU_0279,1,WP_0062,70,2,1.0,28.0
ORD_0226,SKU_0132,1,WP_0057,70,5,1.0,28.0
ORD_0227,SKU_0248,1,WP_0140,84,12,4.0,4.0
ORD_0227,SKU_0254,1,WP_0007,84,1,4.0,4.0
ORD_0227,SKU_0201,1,WP_0161,84,8,4.0,4.0
ORD_0227,SKU_0262,1,WP_0070,84,13,4.0,4.0
ORD_0228,SKU_0108,1,WP_0120,109,5,2.0,19.0
ORD_0228,SKU_0235,1,WP_0126,109,9,2.0,19.0
ORD_0228,SKU_0101,1,WP_0095,109,7,2.0,19.0
ORD_0228,SKU_0273,1,WP_0108,109,6,2.0,19.0
ORD_0229,SKU_0258,1,WP_0055,90,11,2.0,14.0
ORD_0229,SKU_0262,1,WP_0070,90,10,2.0,14.0
ORD_0229,SKU_0017,1,WP_0089,90,6,2.0,14.0
ORD_0230,SKU_0192,1,WP_0041,89,4,1.0,14.0
ORD_0230,SKU_0045,1,WP_0008,89,1,1.0,14.0
ORD_0231,SKU_0157,1,WP_0137,110,9,3.0,11.0
ORD_0231,SKU_0184,1,WP_0063,110,5,3.0,11.0
ORD_0231,SKU_0187,1,WP_0123,110,10,3.0,11.0
ORD_0231,SKU_0300,1,WP_0017,110,2,3.0,11.0
ORD_0232,SKU_0241,1,WP_0165,67,5,4.0,27.0
ORD_0232,SKU_0151,1,WP_0079,67,1,4.0,27.0
ORD_0232,SKU_0198,1,WP_0164,67,3,4.0,27.0
ORD_0233,SKU_0013,1,WP_0145,33,4,3.0,12.0
ORD_0233,SKU_0315,1,WP_0096,33,11,3.0,12.0
ORD_0233,SKU_0209,1,WP_0100,33,13,3.0,12.0
ORD_0233,SKU_0103,1,WP_0031,33,1,3.0,12.0
ORD_0233,SKU_0031,1,WP_0145,33,5,3.0,12.0
ORD_0234,SKU_0012,1,WP_0122,78,2,3.0,6.0
ORD_0235,SKU_0313,1,WP_0095,12,8,3.0,20.0
ORD_0235,SKU_0252,1,WP_0093,12,9,3.0,20.0
ORD_0235,SKU_0288,1,WP_0093,12,10,3.0,20.0
ORD_0236,SKU_0082,1,WP_0158,67,2,4.0,27.0
ORD_0237,SKU_0208,1,WP_0028,39,9,1.0,15.0
ORD_0237,SKU_0016,1,WP_0119,39,3,1.0,15.0
ORD_0238,SKU_0004,1,WP_0127,110,13,3.0,11.0
ORD_0238,SKU_0035,1,WP_0085,110,14,3.0,11.0
ORD_0238,SKU_0146,1,WP_0141,110,12,3.0,11.0
ORD_0238,SKU_0300,1,WP_0017,110,3,3.0,11.0
ORD_0238,SKU_0058,1,WP_0002,110,4,3.0,11.0
ORD_0239,SKU_0229,1,WP_0108,84,9,4.0,4.0
ORD_0239,SKU_0043,1,WP_0039,84,14,4.0,4.0
ORD_0239,SKU_0271,1,WP_0050,84,17,4.0,4.0
ORD_0240,SKU_0204,1,WP_0037,87,1,1.0,23.0
ORD_0240,SKU_0166,1,WP_0073,87,5,1.0,23.0
ORD_0240,SKU_0091,1,WP_0150,87,8,1.0,23.0
ORD_0241,SKU_0261,1,WP_0014,57,10,1.0,8.0
ORD_0241,SKU_0127,1,WP_0027,57,9,1.0,8.0
ORD_0241,SKU_0230,1,WP_0012,57,8,1.0,8.0
ORD_0241,SKU_0126,1,WP_0023,57,5,1.0,8.0
ORD_0241,SKU_0246,1,WP_0056,57,11,1.0,8.0
ORD_0242,SKU_0300,1,WP_0017,31,2,1.0,26.0
ORD_0243,SKU_0153,1,WP_0163,74,6,1.0,13.0
ORD_0243,SKU_0091,1,WP_0150,74,7,1.0,13.0
ORD_0244,SKU_0316,1,WP_0089,72,13,3.0,5.0
ORD_0244,SKU_0109,1,WP_0105,72,12,3.0,5.0
ORD_0244,SKU_0116,1,WP_0107,72,7,3.0,5.0
ORD_0244,SKU_0325,1,WP_0024,72,1,3.0,5.0
ORD_0244,SKU_0288,1,WP_0093,72,8,3.0,5.0
ORD_0245,SKU_0149,1,WP_0125,110,8,3.0,11.0
ORD_0245,SKU_0079,1,WP_0014,110,7,3.0,11.0
ORD_0246,SKU_0161,1,WP_0044,59,4,4.0,15.0
ORD_0246,SKU_0243,1,WP_0043,59,3,4.0,15.0
ORD_0246,SKU_0015,1,WP_0042,59,12,4.0,15.0
ORD_0246,SKU_0282,1,WP_0148,59,5,4.0,15.0
ORD_0247,SKU_0125,1,WP_0009,25,5,1.0,1.0
ORD_0247,SKU_0289,1,WP_0111,25,18,1.0,1.0
ORD_0247,SKU_0020,1,WP_0066,25,10,1.0,1.0
ORD_0247,SKU_0232,1,WP_0011,25,2,1.0,1.0
ORD_0247,SKU_0075,1,WP_0097,25,17,1.0,1.0
ORD_0248,SKU_0055,1,WP_0067,111,5,1.0,19.0
ORD_0248,SKU_0147,1,WP_0068,111,6,1.0,19.0
ORD_0248,SKU_0302,1,WP_0028,111,8,1.0,19.0
ORD_0248,SKU_0135,1,WP_0112,111,10,1.0,19.0
ORD_0249,SKU_0067,1,WP_0010,112,3,3.0,3.0
ORD_0249,SKU_0029,1,WP_0075,112,17,3.0,3.0
ORD_0249,SKU_0182,1,WP_0060,112,16,3.0,3.0
ORD_0249,SKU_0210,1,WP_0057,112,15,3.0,3.0
ORD_0250,SKU_0110,1,WP_0088,13,4,3.0,25.0
ORD_0251,SKU_0002,1,WP_0069,70,1,1.0,28.0
ORD_0252,SKU_0033,1,WP_0138,7,4,3.0,16.0
ORD_0253,SKU_0250,1,WP_0012,112,2,3.0,3.0
ORD_0253,SKU_0118,1,WP_0085,112,14,3.0,3.0
ORD_0253,SKU_0265,1,WP_0030,112,13,3.0,3.0
ORD_0253,SKU_0041,1,WP_0017,112,12,3.0,3.0
ORD_0253,SKU_0094,1,WP_0084,112,6,3.0,3.0
ORD_0254,SKU_0050,1,WP_0149,74,8,1.0,13.0
ORD_0254,SKU_0176,1,WP_0018,74,1,1.0,13.0
ORD_0254,SKU_0004,1,WP_0127,74,2,1.0,13.0
ORD_0254,SKU_0085,1,WP_0103,74,3,1.0,13.0
ORD_0255,SKU_0171,1,WP_0151,113,11,1.0,6.0
ORD_0255,SKU_0100,1,WP_0018,113,2,1.0,6.0
ORD_0255,SKU_0275,1,WP_0163,113,12,1.0,6.0
ORD_0255,SKU_0141,1,WP_0105,113,14,1.0,6.0
ORD_0255,SKU_0192,1,WP_0041,113,6,1.0,6.0
ORD_0256,SKU_0109,1,WP_0105,85,13,3.0,9.0
ORD_0256,SKU_0043,1,WP_0039,85,1,3.0,9.0
ORD_0256,SKU_0090,1,WP_0031,85,5,3.0,9.0
ORD_0256,SKU_0228,1,WP_0121,85,14,3.0,9.0
ORD_0256,SKU_0218,1,WP_0120,85,15,3.0,9.0
ORD_0257,SKU_0140,1,WP_0122,20,9,2.0,12.0
ORD_0257,SKU_0057,1,WP_0160,20,13,2.0,12.0
ORD_0257,SKU_0112,1,WP_0147,20,14,2.0,12.0
ORD_0258,SKU_0117,1,WP_0008,57,3,1.0,8.0
ORD_0258,SKU_0224,1,WP_0049,57,14,1.0,8.0
ORD_0258,SKU_0330,1,WP_0009,57,4,1.0,8.0
ORD_0258,SKU_0126,1,WP_0023,57,6,1.0,8.0
ORD_0259,SKU_0188,1,WP_0141,33,2,3.0,12.0
ORD_0259,SKU_0333,1,WP_0146,33,6,3.0,12.0
ORD_0259,SKU_0118,1,WP_0085,33,14,3.0,12.0
ORD_0260,SKU_0163,1,WP_0032,52,1,3.0,15.0
ORD_0260,SKU_0178,1,WP_0058,52,4,3.0,15.0
ORD_0260,SKU_0193,1,WP_0072,52,3,3.0,15.0
ORD_0260,SKU_0238,1,WP_0071,52,2,3.0,15.0
ORD_0260,SKU_0029,1,WP_0075,52,7,3.0,15.0
ORD_0261,SKU_0265,1,WP_0030,17,8,2.0,23.0
ORD_0262,SKU_0094,1,WP_0084,113,9,1.0,6.0
ORD_0262,SKU_0134,1,WP_0125,113,10,1.0,6.0
ORD_0262,SKU_0170,1,WP_0099,113,15,1.0,6.0
ORD_0262,SKU_0025,1,WP_0052,113,7,1.0,6.0
ORD_0263,SKU_0244,1,WP_0124,78,1,3.0,6.0
ORD_0264,SKU_0186,1,WP_0041,92,4,1.0,5.0
ORD_0264,SKU_0299,1,WP_0053,92,6,1.0,5.0
ORD_0264,SKU_0143,1,WP_0038,92,7,1.0,5.0
ORD_0264,SKU_0280,1,WP_0016,92,17,1.0,5.0
ORD_0265,SKU_0145,1,WP_0072,80,4,4.0,13.0
ORD_0265,SKU_0173,1,WP_0058,80,3,4.0,13.0
ORD_0265,SKU_0132,1,WP_0057,80,2,4.0,13.0
ORD_0265,SKU_0029,1,WP_0075,80,5,4.0,13.0
ORD_0265,SKU_0311,1,WP_0090,80,7,4.0,13.0
ORD_0266,SKU_0150,1,WP_0137,5,3,2.0,17.0
ORD_0266,SKU_0243,1,WP_0043,5,12,2.0,17.0
ORD_0266,SKU_0313,1,WP_0095,5,6,2.0,17.0
ORD_0267,SKU_0124,1,WP_0154,31,5,1.0,26.0
ORD_0267,SKU_0127,1,WP_0027,31,6,1.0,26.0
ORD_0267,SKU_0131,1,WP_0021,31,4,1.0,26.0
ORD_0268,SKU_0284,1,WP_0112,53,4,3.0,27.0
ORD_0268,SKU_0282,1,WP_0148,53,2,3.0,27.0
ORD_0269,SKU_0295,1,WP_0123,114,6,2.0,11.0
ORD_0269,SKU_0158,1,WP_0059,114,3,2.0,11.0
ORD_0269,SKU_0313,1,WP_0095,114,13,2.0,11.0
